fips,county,state,income-2015,income-1989a,income-1989b,change
51023,Botetourt County,VA,62591,31181,57567.4666,8.025967638
51025,Brunswick County,VA,39748,17951,33141.772,16.62027774
51027,Buchanan County,VA,32433,22255,41087.96925,-26.68568818
51029,Buckingham County,VA,43774,19082,35229.86426,19.51874569
51031,Campbell County,VA,46938,.,null,null
51033,Caroline County,VA,54696,25870,47762.11029,12.67714223
51035,Carroll County,VA,42790,.,null,null
51036,Charles City County,VA,51645,25743,47527.63839,7.972430268
51037,Charlotte County,VA,37819,18938,34964.00636,7.5490987
51041,Chesterfield County,VA,75107,44866,82833.1983,-10.28692173
51043,Clarke County,VA,71789,29567,54587.64263,23.96099315
51045,Craig County,VA,47832,24934,46034.03393,3.758918853
51047,Culpeper County,VA,63728,29653,54746.41888,14.09361838
51049,Cumberland County,VA,40958,19677,36328.37434,11.30334895
51051,Dickenson County,VA,32620,18690,34506.13998,-5.78215812
51053,Dinwiddie County,VA,52694,.,null,null
51057,Essex County,VA,47427,23231,42889.89502,9.56650217
51059,Fairfax County,VA,112844,.,null,null
51061,Fauquier County,VA,89610,41436,76500.61082,14.62938197
51063,Floyd County,VA,48448,22415,41383.36691,14.58188797
51065,Fluvanna County,VA,65899,26654,49209.55885,25.32578817
51067,Franklin County,VA,49117,24397,45042.60551,8.295283681
51069,Frederick County,VA,69991,.,null,null
51071,Giles County,VA,46727,24742,45679.55673,2.241623186
51073,Gloucester County,VA,63742,30537,56378.49099,11.55205204
51075,Goochland County,VA,86257,35597,65720.44221,23.8085695
51077,Grayson County,VA,37684,19244,35528.9544,5.718728371
51079,Greene County,VA,60406,29135,53790.06893,10.95244027
51081,Greensville County,VA,40252,.,null,null
51083,Halifax County,VA,40432,.,null,null
51085,Hanover County,VA,81900,38490,71061.60127,13.23369808
51087,Henrico County,VA,65524,35796,66087.84305,-0.860513787
51089,Henry County,VA,36695,.,null,null
51091,Highland County,VA,42363,20462,37777.66914,10.82390496
51093,Isle of Wight County,VA,67480,29633,54709.49417,18.92487527
51095,James City County,VA,77668,.,null,null
51097,King and Queen County,VA,47513,21917,40463.94168,14.83606239
51099,King George County,VA,81128,34631,63936.97879,21.18999755
51101,King William County,VA,64651,31071,57364.3807,11.27069852
51103,Lancaster County,VA,47098,24389,45027.83563,4.39544008
51105,Lee County,VA,32135,15825,29216.6755,9.081451677
51107,Loudoun County,VA,125900,52148,96277.48462,23.52860634
51109,Louisa County,VA,57015,24388,45025.9894,21.0278183
51111,Lunenburg County,VA,38941,18859,34818.15376,10.58741747
51113,Madison County,VA,53655,25014,46181.73277,13.92837058
51115,Mathews County,VA,56119,27869,51452.73489,8.314947008
51117,Mecklenburg County,VA,33650,20401,37665.04878,-11.9317943
51119,Middlesex County,VA,52407,22384,41326.13362,21.14386701
51121,Montgomery County,VA,51157,.,null,null
51125,Nelson County,VA,49621,22025,40663.3351,18.05216521
51127,New Kent County,VA,79322,35627,65775.82927,17.07744476
51131,Northampton County,VA,37515,15795,29161.28844,22.26765709
51133,Northumberland County,VA,52075,21834,40310.70414,22.59106263
51135,Nottoway County,VA,39544,21105,38964.79852,1.464701306
51137,Orange County,VA,59482,27073,49983.1315,15.96931594
51139,Page County,VA,43313,22675,41863.38812,3.346828613
51141,Patrick County,VA,37360,22653,41822.77094,-11.94531837
51143,Pittsylvania County,VA,42390,.,null,null
51145,Powhatan County,VA,77761,35299,65170.26405,16.19158183
51147,Prince Edward County,VA,41088,20156,37212.7211,9.431656194
51149,Prince George County,VA,63320,.,null,null
51153,Prince William County,VA,99206,.,null,null
51155,Pulaski County,VA,48218,24627,45467.23966,5.70484122
51157,Rappahannock County,VA,62729,31032,57292.37752,8.666840666
51159,Richmond County,VA,43888,22461,41468.29374,5.513366425
51161,Roanoke County,VA,63372,.,null,null
51163,Rockbridge County,VA,47561,.,null,null
51165,Rockingham County,VA,52953,.,null,null
51167,Russell County,VA,38386,20886,38560.47296,-0.454522374
51169,Scott County,VA,37567,19926,36788.08696,2.07339698
51171,Shenandoah County,VA,54281,24790,45768.17603,15.68287977
51173,Smyth County,VA,38933,21648,39967.30435,-2.656626378
51175,Southampton County,VA,48119,.,null,null
51177,Spotsylvania County,VA,76181,.,null,null
51179,Stafford County,VA,95666,44001,81236.20467,15.08351487
51181,Surry County,VA,51331,23982,44276.41782,13.74331726
51183,Sussex County,VA,39900,20118,37142.56416,6.910866775
51185,Tazewell County,VA,40476,22589,41704.61188,-3.035408333
51187,Warren County,VA,58047,28789,53151.27147,8.434076741
51191,Washington County,VA,45864,.,null,null
51193,Westmoreland County,VA,47581,21310,39343.27678,17.3130519
51195,Wise County,VA,36076,.,null,null
51197,Wythe County,VA,42883,22442,41433.21527,3.380791292
51199,York County,VA,83007,.,null,null
51510,Alexandria city,VA,89177,41979,77503.11665,13.09068858
51520,Bristol city,VA,38745,.,null,null
51530,Buena Vista city,VA,38962,.,null,null
51540,Charlottesville city,VA,54876,.,null,null
51550,Chesapeake city,VA,67296,34277,63283.41145,5.962595915
51570,Colonial Heights city,VA,45283,.,null,null
51580,Covington city,VA,35374,.,null,null
51590,Danville city,VA,32369,.,null,null
51595,Emporia city,VA,33904,.,null,null
51600,Fairfax city,VA,99671,.,null,null
51610,Falls Church city,VA,122092,.,null,null
51620,Franklin city,VA,36004,.,null,null
51630,Fredericksburg city,VA,50710,.,null,null
51640,Galax city,VA,32829,.,null,null
51650,Hampton city,VA,50191,29151,53819.6087,-7.229600318
51660,Harrisonburg city,VA,39967,.,null,null
51670,Hopewell city,VA,37193,.,null,null
51678,Lexington city,VA,44392,.,null,null
51680,Lynchburg city,VA,39939,.,null,null
51683,Manassas city,VA,72562,.,null,null
51685,Manassas Park city,VA,75429,.,null,null
51690,Martinsville city,VA,32541,.,null,null
51700,Newport News city,VA,48127,28832,53230.6596,-10.60456625
51710,Norfolk city,VA,45094,21288,39302.6596,12.84281812
51720,Norton city,VA,31287,.,null,null
51730,Petersburg city,VA,31645,.,null,null
51735,Poquoson city,VA,86135,.,null,null
51740,Portsmouth city,VA,46308,23801,43942.2492,5.108730231
51750,Radford city,VA,35259,.,null,null
51760,Richmond city,VA,40161,24000,44309.65005,-10.33004669
51770,Roanoke city,VA,39587,22704,41916.92895,-5.885591104
51775,Salem city,VA,47600,.,null,null
51790,Staunton city,VA,43401,.,null,null
51800,Suffolk city,VA,61171,25066,46277.73701,24.34693399
51810,Virginia Beach city,VA,67032,35877,66237.38812,1.185421705
51820,Waynesboro city,VA,43500,.,null,null
51830,Williamsburg city,VA,47971,.,null,null
51840,Winchester city,VA,47679,.,null,null
53000,Washington,WA,64080,30634,56557.57582,11.73911389
53001,Adams County,WA,48127,26687,49270.48462,-2.375973203
53003,Asotin County,WA,46573,23661,43683.77625,6.203645361
53005,Benton County,WA,62698,32734,60434.6702,3.609891541
53007,Chelan County,WA,53604,24015,44337.34358,17.287248
53009,Clallam County,WA,46708,26667,49233.55992,-5.407124936
53011,Clark County,WA,64282,32039,59151.53659,7.981182002
53013,Columbia County,WA,40209,23346,43102.21209,-7.19543408
53015,Cowlitz County,WA,50502,29499,54462.09862,-7.841468895
53017,Douglas County,WA,51400,25775,47586.71792,7.418836729
53019,Ferry County,WA,40747,24217,44710.28314,-9.72656426
53021,Franklin County,WA,58246,24334,44926.29268,22.86802067
53023,Garfield County,WA,47087,26628,49161.55673,-4.40579509
53025,Grant County,WA,50573,23797,43934.86426,13.12584924
53027,Grays Harbor County,WA,44345,24402,45051.83669,-1.593949017
53029,Island County,WA,60567,27866,51447.19618,15.05738078
53031,Jefferson County,WA,53421,24767,45725.71262,14.40498564
53033,King County,WA,81816,37030,68366.09756,16.43920803
53035,Kitsap County,WA,65814,32674,60323.89608,8.341848123
53037,Kittitas County,WA,47378,22904,42286.17603,10.74723282
53039,Klickitat County,WA,50043,24623,45459.85472,9.158414326
53041,Lewis County,WA,47619,24602,45421.08378,4.615628688
53043,Lincoln County,WA,49774,26970,49792.96925,-0.038110755
53045,Mason County,WA,54175,26082,48153.5122,11.11488289
53047,Okanogan County,WA,41844,20580,37995.52492,9.197196921
53049,Pacific County,WA,41088,20583,38001.06363,7.512987669
53051,Pend Oreille County,WA,41526,21477,39651.59809,4.513803181
53053,Pierce County,WA,60168,28425,52479.24178,12.77881634
53055,San Juan County,WA,59859,29232,53969.15376,9.839533296
53057,Skagit County,WA,56891,27498,50767.78155,10.76307052
53059,Skamania County,WA,53733,29219,53945.1527,-0.394827581
53061,Snohomish County,WA,76053,35875,66233.69565,12.91113348
53063,Spokane County,WA,48676,25657,47368.86214,2.685384703
53065,Stevens County,WA,42845,23950,44217.33828,-3.203030183
53067,Thurston County,WA,62299,31281,57752.09014,7.298527845
53069,Wahkiakum County,WA,50402,27793,51312.421,-1.806319187
53071,Walla Walla County,WA,50120,24326,44911.5228,10.39201357
53073,Whatcom County,WA,55073,27604,50963.4825,7.461945958
53075,Whitman County,WA,43817,25733,47509.17603,-8.426355145
53077,Yakima County,WA,46891,22370,41300.28632,11.92278621
54000,West Virginia,WV,41969,22542,41617.83881,0.836715642
54001,Barbour County,WV,37330,16936,31267.84305,16.23937033
54003,Berkeley County,WV,54217,27279,50363.45599,7.107630464
54005,Boone County,WV,37971,21003,38776.4825,-2.121309691
54007,Braxton County,WV,35892,16760,30942.90562,13.78885094
54009,Brooke County,WV,45272,25817,47664.25981,-5.284192899
54011,Cabell County,WV,39044,22684,41880.00424,-7.263610905
54013,Calhoun County,WV,36403,16031,29597,18.6962613
54015,Clay County,WV,30369,15124,27922.46448,8.056029257
54017,Doddridge County,WV,41115,17314,31965.72004,22.2529003
54019,Fayette County,WV,36235,18075,33370.7052,7.904773848
54021,Gilmer County,WV,36392,17133,31631.55143,13.08103036
54023,Grant County,WV,38370,20112,37131.48674,3.227816668
54025,Greenbrier County,WV,38209,20321,37517.34995,1.810175752
54027,Hampshire County,WV,40293,20522,37888.44327,5.967678589
54029,Hancock County,WV,42009,25793,47619.95016,-13.35654302
54031,Hardy County,WV,41344,20458,37770.2842,8.643855942
54033,Harrison County,WV,46979,21908,40447.32556,13.90339182
54035,Jackson County,WV,44675,22440,41429.5228,7.264638389
54037,Jefferson County,WV,67821,30714,56705.27466,16.38979865
54039,Kanawha County,WV,44849,24901,45973.10817,-2.506428606
54041,Lewis County,WV,39601,18555,34256.8982,13.49486579
54043,Lincoln County,WV,35249,16881,31166.30011,11.58245594
54045,Logan County,WV,35615,19618,36219.44645,-1.697168181
54047,McDowell County,WV,26413,15675,28939.74019,-9.566274906
54049,Marion County,WV,43654,22174,40938.42418,6.2206804
54051,Marshall County,WV,48109,22657,41830.15589,13.05128794
54053,Mason County,WV,35717,22363,41287.36267,-15.5958302
54055,Mercer County,WV,35342,21149,39046.03287,-10.48054121
54057,Mineral County,WV,43159,23810,43958.86532,-1.853299019
54059,Mingo County,WV,31742,19775,36509.30541,-15.01891944
54061,Monongalia County,WV,46718,25021,46194.65642,1.120218298
54063,Monroe County,WV,34974,19156,35366.48568,-1.122221319
54065,Morgan County,WV,45628,23454,43301.60551,5.098611567
54067,Nicholas County,WV,38912,19514,36027.43796,7.413039772
54069,Ohio County,WV,46315,23762,43870.24602,5.278536061
54071,Pendleton County,WV,40257,19443,35896.35525,10.83201617
54073,Pleasants County,WV,48308,23392,43187.13892,10.60044109
54075,Pocahontas County,WV,36822,18670,34469.21527,6.389616886
54077,Preston County,WV,43804,21268,39265.73489,10.36038972
54079,Putnam County,WV,58933,29847,55104.58855,6.496210023
54081,Raleigh County,WV,38564,21404,39516.82291,-2.470757457
54083,Randolph County,WV,37185,19325,35678.49947,4.051366224
54085,Ritchie County,WV,39501,18086,33391.01379,15.46792794
54087,Roane County,WV,36176,18273,33736.25981,6.744085004
54089,Summers County,WV,35676,15660,28912.04666,18.95939382
54091,Taylor County,WV,43652,18842,34786.76776,20.30887986
54093,Tucker County,WV,38000,19390,35798.50477,5.793408495
54095,Tyler County,WV,42696,22606,41735.99788,2.248459155
54097,Upshur County,WV,40766,21186,39114.34358,4.051553784
54099,Wayne County,WV,35537,22092,40787.03287,-14.77342734
54101,Webster County,WV,30673,14514,26796.26087,12.63893043
54103,Wetzel County,WV,41833,24085,44466.58006,-6.295460674
54105,Wirt County,WV,42309,19515,36029.2842,14.84250585
54107,Wood County,WV,41133,26053,48099.97137,-16.93766895
54109,Wyoming County,WV,35020,20003,36930.24708,-5.454731821
55000,Wisconsin,WI,55623,29101,53727.29692,3.408128068
55001,Adams County,WI,42844,20765,38337.07847,10.51937617
55003,Ashland County,WI,40163,20051,37018.86638,7.828433175
55005,Barron County,WI,51056,22895,42269.55992,17.20941728
55007,Bayfield County,WI,50080,20201,37295.8017,25.52755252
55009,Brown County,WI,56003,30808,56878.82078,-1.563881908
55011,Buffalo County,WI,53892,23093,42635.11453,20.88785993
55013,Burnett County,WI,44858,18847,34795.99894,22.43078394
55015,Calumet County,WI,71298,33435,61728.88123,13.42130041
55017,Chippewa County,WI,53209,25886,47791.65005,10.18126623
55019,Clark County,WI,50187,21956,40535.94486,19.23018938
55021,Columbia County,WI,60837,26558,49032.32025,19.40378346
55023,Crawford County,WI,44895,20245,37377.03606,16.74565975
55025,Dane County,WI,65416,31986,59053.68611,9.725929271
55027,Dodge County,WI,56514,27781,51290.26617,9.243256234
55029,Door County,WI,55047,25514,47104.85048,14.42794253
55031,Douglas County,WI,48715,22517,41571.68293,14.66348573
55033,Dunn County,WI,53082,24945,46054.34252,13.23924772
55035,Eau Claire County,WI,51937,26124,48231.05408,7.135463961
55037,Florence County,WI,46193,21764,40181.46766,13.01394658
55039,Fond du Lac County,WI,58049,30167,55695.38388,4.054533444
55041,Forest County,WI,44098,18205,33610.7158,23.78176833
55043,Grant County,WI,51008,23955,44226.56946,13.29483716
55045,Green County,WI,59155,26839,49551.11241,16.23512398
55047,Green Lake County,WI,49493,24237,44747.20785,9.588814888
55049,Iowa County,WI,58092,24568,45358.31177,21.91986544
55051,Iron County,WI,42328,17047,31472.77519,25.64549427
55053,Jackson County,WI,50653,21227,39190.03924,22.63036891
55055,Jefferson County,WI,61622,29240,53983.92365,12.39504779
55057,Juneau County,WI,46051,21370,39454.0509,14.32531128
55059,Kenosha County,WI,56414,29188,53887.91941,4.477754802
55061,Kewaunee County,WI,60572,26930,49719.11983,17.91732181
55063,La Crosse County,WI,51428,26877,49621.26935,3.513126404
55065,Lafayette County,WI,56428,23989,44289.34146,21.51176461
55067,Langlade County,WI,44635,21836,40314.39661,9.679855256
55069,Lincoln County,WI,51406,24119,44529.35207,13.37713094
55071,Manitowoc County,WI,51951,27667,51079.79533,1.676973814
55073,Marathon County,WI,56347,29707,54846.11559,2.663645645
55075,Marinette County,WI,48545,23594,43560.07847,10.26866109
55077,Marquette County,WI,48508,21355,39426.35737,18.72194819
55078,Menominee County,WI,33410,.,null,null
55079,Milwaukee County,WI,45905,28748,53075.57582,-15.62046797
55081,Monroe County,WI,52975,24229,44732.43796,15.55934315
55083,Oconto County,WI,53243,23156,42751.42736,19.70507417
55085,Oneida County,WI,50297,23447,43288.68187,13.93386908
55087,Outagamie County,WI,60649,32901,60742.99152,-0.154976201
55089,Ozaukee County,WI,80135,44004,81241.74337,-1.381098611
55091,Pepin County,WI,50094,23070,42592.65111,14.97454563
55093,Pierce County,WI,63735,29125,53771.60657,15.63253067
55095,Polk County,WI,54946,24514,45258.61506,17.63073735
55097,Portage County,WI,57010,28380,52396.16119,8.093034226
55099,Price County,WI,44932,22326,41219.05196,8.263482681
55101,Racine County,WI,57367,31757,58630.8982,-2.203179872
55103,Richland County,WI,46998,21307,39337.73807,16.29912322
55105,Rock County,WI,54107,29701,54835.03818,-1.345552657
55107,Rusk County,WI,42289,19885,36712.3913,13.18690131
55109,St. Croix County,WI,74624,36516,67417.13256,9.657573226
55111,Sauk County,WI,52025,26681,49259.40721,5.315891954
55113,Sawyer County,WI,44556,17581,32458.6649,27.15085533
55115,Shawano County,WI,50948,.,null,null
55117,Sheboygan County,WI,58190,31244,57683.77943,0.869944273
55119,Taylor County,WI,48951,25291,46693.13998,4.612490084
55121,Trempealeau County,WI,53695,22413,41379.67444,22.93570269
55123,Vernon County,WI,49217,20757,38322.30859,22.1360331
55125,Vilas County,WI,42993,19574,36138.21209,15.94396276
55127,Walworth County,WI,58554,27902,51513.66066,12.02366934
55129,Washburn County,WI,45043,19183,35416.33404,21.37216873
55131,Washington County,WI,70778,37495,69224.59703,2.194753976
55133,Waukesha County,WI,78689,45516,84033.25133,-6.791611694
55135,Waupaca County,WI,54849,25491,47062.38706,14.19645379
55137,Waushara County,WI,49912,21281,39289.73595,21.28198439
55139,Winnebago County,WI,52725,30462,56240.02333,-6.666710915
55141,Wood County,WI,51025,29792,55003.0456,-7.79626771
56000,Wyoming,WY,61213,29724,54877.50159,10.34992307
56001,Albany County,WY,44455,23167,42771.73595,3.786444834
56003,Big Horn County,WY,50056,24053,44407.50053,11.28436046
56005,Campbell County,WY,83042,36787,67917.46235,18.21311824
56007,Carbon County,WY,60209,27503,50777.01273,15.66541094
56009,Converse County,WY,70307,29033,53601.75292,23.76043222
56011,Crook County,WY,64851,26793,49466.18558,23.72332643
56013,Fremont County,WY,52408,22864,42212.32662,19.45442181
56015,Goshen County,WY,48146,22559,41649.22481,13.49390434
56017,Hot Springs County,WY,46021,23678,43715.16225,5.010403407
56019,Johnson County,WY,56845,23580,43534.23118,23.41590082
56021,Laramie County,WY,59147,28121,51917.98621,12.22211403
